,Values
NAV,"11,848.99"
Open Price,"11,955.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"21,061.0 / 52,826.3"
Day Range,"11,785.00 – 11,975.00"
Year Range,"9,990.00 – 13,000.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.760%
Total Assets,24.9 Bil
