,Fund,Cat. Average,Index
Price/Earnings ,19.43,22.10,12.10
Price/Book ,1.09,1.32,1.01
Price/Sales ,10.52,7.80,1.79
Price/Cash Flow ,15.17,10.33,5.49
Dividend Yield % ,5.14,4.12,4.00
Long-Term Earnings % ,4.60,3.41,10.28
Historical Earnings % ,8.09,3.94,8.77
Sales Growth % ,1.49,3.77,10.32
Cash-Flow Growth % ,—,—,-22.93
Book-Value Growth % ,2.68,4.19,6.70
