,Values
Sustainability Rate,Below Average
Percent Rank in Global Category,75%
Historical Sustainability Score,46.60
Global Category,Real Estate Sector Equity
Portfolio ESG,47.06
Controversy Deduction,—
Sustainability Score,47.06
Sustainability Mandate,No
