,Values
NAV,"11,849.20"
Open Price,"12,000.00"
Bid / Ask / Spread,"0.00 / 11,865.00 / 0.00%"
Volume / Avg,"6,270.0 / 53,191.7"
Day Range,"11,840.00 – 12,000.00"
Year Range,"9,990.00 – 13,000.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.760%
Total Assets,24.9 Bil
