,Values
NAV,"9,137.22"
Open Price,"9,210.00"
Bid / Ask / Spread,"0.00 / 9,230.00 / 0.00%"
Volume / Avg,"101,440.0 / 60,239.7"
Day Range,"9,130.00 – 9,225.00"
Year Range,"9,015.00 – 11,295.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.490%
Total Assets,13.2 Bil
