,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.16,-0.27,-5.86,-4.33,-16.72,-15.57,—,—,—,—,—
Total Return % (NAV),1.68,0.14,-5.94,-5.16,-16.99,-16.03,—,—,—,—,-3.37
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
