,Values
NAV,"9,099.28"
Open Price,"9,060.00"
Bid / Ask / Spread,"9,015.00 / 9,910.00 / 9.46%"
Volume / Avg,"43,517.0 / 60,541.9"
Day Range,"9,015.00 – 9,085.00"
Year Range,"9,015.00 – 11,295.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.490%
Total Assets,12.9 Bil
