Sectors,Fund %,Category %
Basic Materials,8.01,8.70
Consumer Cyclical,7.42,13.65
Financial Services,17.55,11.56
Real Estate,0.00,0.29
Communication Services,0.89,2.34
Energy,2.77,1.96
Industrials,5.61,10.46
Technology,45.97,38.20
Consumer Defensive,6.70,6.64
Healthcare,3.81,4.97
Utilities,1.27,1.23
