,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,—,-2.69
Fund (NAV),—,—,—,—,—,—,—,—,—,—,-1.94
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,2.83
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,-3.35
Percentile Rank,—,—,—,—,—,—,—,—,—,—,13
# of Funds in Category,—,—,—,—,—,—,—,—,—,"2,015","2,325"
