,Values
NAV,"7,645.30"
Open Price,"7,590.00"
Bid / Ask / Spread,"7,545.00 / 7,580.00 / 0.46%"
Volume / Avg,3.0 / 20.2
Day Range,"7,590.00 – 7,590.00"
Year Range,"7,590.00 – 9,000.00"
SEC Yield ,—
12-Month Yield ,1.80%
Premium ,—
Expense Ratio,0.370%
Total Assets,19.1 Bil
