,Values
Sustainability Rate,High
Percent Rank in Global Category,2%
Historical Sustainability Score,44.30
Global Category,Korea Equity
Portfolio ESG,52.73
Controversy Deduction,8.01
Sustainability Score,44.72
Sustainability Mandate,Yes
