,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.08,1.76,-7.35,-0.66,57.25,21.63,5.51,—,—,—,—
Total Return % (NAV),4.07,-0.21,-5.62,-3.65,61.77,20.89,5.58,—,—,—,12.43
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
