,Values
NAV,"17,843.90"
Open Price,"17,300.00"
Bid / Ask / Spread,"17,215.00 / 17,440.00 / 1.30%"
Volume / Avg,"100,818.0 / 255,641.0"
Day Range,"17,200.00 – 17,600.00"
Year Range,"10,555.00 – 21,695.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.660%
Total Assets,233.8 Bil
