,Values
NAV,"17,877.06"
Open Price,"17,620.00"
Bid / Ask / Spread,"18,000.00 / 18,080.00 / 0.44%"
Volume / Avg,"134,905.0 / 243,010.9"
Day Range,"17,615.00 – 18,180.00"
Year Range,"10,555.00 – 21,695.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.660%
Total Assets,236.0 Bil
