,Values
Sustainability Rate,High
Percent Rank in Global Category,6%
Historical Sustainability Score,43.07
Global Category,Korea Equity
Portfolio ESG,52.53
Controversy Deduction,8.87
Sustainability Score,43.66
Sustainability Mandate,No
