,Values
NAV,"17,352.30"
Open Price,"17,355.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"82,664.0 / 35,908.8"
Day Range,"17,305.00 – 17,445.00"
Year Range,"17,070.00 – 20,190.00"
SEC Yield ,—
12-Month Yield ,2.21%
Premium ,—
Expense Ratio,0.350%
Total Assets,89.0 Bil
