,Values
NAV,"17,367.71"
Open Price,"17,240.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"71,290.0 / 34,881.2"
Day Range,"17,140.00 – 17,260.00"
Year Range,"17,070.00 – 20,190.00"
SEC Yield ,—
12-Month Yield ,2.21%
Premium ,—
Expense Ratio,0.350%
Total Assets,91.2 Bil
