,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.27,-0.55,-6.90,-4.88,-0.84,-9.88,3.34,1.60,—,—,—
Total Return % (NAV),0.28,-0.81,-5.72,-4.65,0.56,-9.74,3.72,1.99,—,—,2.74
+/- Category (NAV),0.23,-0.63,1.32,3.31,5.34,3.99,4.77,2.72,—,—,—
+/- Index (NAV),-0.03,-0.17,0.24,-0.18,-0.10,0.65,-0.71,-0.62,—,—,—
