Sectors,Fund %,Category %
Basic Materials,7.62,7.56
Consumer Cyclical,10.33,10.66
Financial Services,11.46,21.51
Real Estate,0.00,10.74
Communication Services,2.78,2.23
Energy,1.88,6.83
Industrials,9.25,8.62
Technology,44.03,16.02
Consumer Defensive,6.40,7.47
Healthcare,4.98,5.85
Utilities,1.28,2.51
