,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.28,0.28,0.76,2.75,9.57,6.50,—,—,—,—,—
Total Return % (NAV),-0.41,0.32,0.66,2.21,9.29,5.94,—,—,—,—,1.14
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
