,Fund,Cat. Average,Index
Price/Earnings ,9.15,11.87,—
Price/Book ,0.89,1.05,—
Price/Sales ,0.59,0.73,—
Price/Cash Flow ,3.74,3.83,—
Dividend Yield % ,3.02,2.61,—
Long-Term Earnings % ,13.56,7.31,—
Historical Earnings % ,13.65,8.40,—
Sales Growth % ,2.58,8.94,—
Cash-Flow Growth % ,8.99,7.00,—
Book-Value Growth % ,6.50,9.61,—
