,Values
Sustainability Rate,Average
Percent Rank in Global Category,52%
Historical Sustainability Score,42.50
Global Category,Trading Tools
Portfolio ESG,51.00
Controversy Deduction,8.06
Sustainability Score,42.94
Sustainability Mandate,No
