,Values
NAV,"7,657.57"
Open Price,"7,595.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,40.0 / 210.2
Day Range,"7,595.00 – 7,595.00"
Year Range,"7,520.00 – 9,790.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.580%
Total Assets,6.9 Bil
