,Values
NAV,"8,202.86"
Open Price,"8,230.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"10,475.0 / 18,803.9"
Day Range,"8,150.00 – 8,230.00"
Year Range,"7,795.00 – 11,105.00"
SEC Yield ,—
12-Month Yield ,1.15%
Premium ,—
Expense Ratio,0.340%
Total Assets,9.8 Bil
