,Values
NAV,"8,202.86"
Open Price,"8,060.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"45,028.0 / 19,127.1"
Day Range,"8,010.00 – 8,085.00"
Year Range,"7,795.00 – 11,105.00"
SEC Yield ,—
12-Month Yield ,1.15%
Premium ,—
Expense Ratio,0.340%
Total Assets,9.8 Bil
