,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,25.19,-11.49,-12.54
Fund (NAV),—,—,—,—,—,—,—,—,25.10,-11.49,-12.38
+/ Category (NAV),—,—,—,—,—,—,—,—,2.62,5.19,-7.60
+/- Index (Price),—,—,—,—,—,—,—,—,-7.05,6.14,-13.21
Percentile Rank,—,—,—,—,—,—,—,—,36,9,96
# of Funds in Category,—,—,—,—,—,—,—,"2,012","2,058","2,015","2,325"
