,Values
Sustainability Rate,Low
Percent Rank in Global Category,93%
Historical Sustainability Score,36.94
Global Category,Korea Equity
Portfolio ESG,39.35
Controversy Deduction,1.42
Sustainability Score,37.93
Sustainability Mandate,No
