,Values
NAV,"111,632.17"
Open Price,"111,565.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"2,140.0 / 6,253.9"
Day Range,"111,550.00 – 111,655.00"
Year Range,"108,900.00 – 111,670.00"
SEC Yield ,—
12-Month Yield ,0.69%
Premium ,—
Expense Ratio,0.170%
Total Assets,53.6 Bil
