,Net,Short,Long,Cat.,Index
U.S.Stock,0.00,0.00,0.00,0.00,—
Non-U.S.Stock,0.00,0.00,0.00,0.00,—
Bonds,99.63,0.00,99.63,92.09,—
Other,0.00,0.00,0.00,0.18,—
Cash,0.37,4.74,5.11,23.76,—
Not Classified,0.00,0.00,0.00,0.00,—
