,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,6.85,4.47,4.33,2.64,5.05,3.14,1.36,0.29,3.20,2.80
Fund (NAV),—,6.79,4.64,4.47,2.51,5.16,3.15,1.33,0.31,3.18,2.73
+/ Category (NAV),—,2.49,0.95,0.58,0.68,0.87,0.43,0.03,-0.11,0.15,-0.23
+/- Index (Price),—,-0.53,-0.99,-1.40,0.38,-1.62,-1.14,-0.41,-0.35,-1.53,-2.49
Percentile Rank,—,16,19,31,16,34,33,48,56,45,51
# of Funds in Category,295,310,240,245,257,276,329,366,449,545,717
