,Values
NAV,"12,379.84"
Open Price,"12,585.00"
Bid / Ask / Spread,"12,350.00 / 13,585.00 / 9.52%"
Volume / Avg,"41,944.0 / 8,212.1"
Day Range,"12,215.00 – 12,585.00"
Year Range,"9,220.00 – 13,370.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.510%
Total Assets,8.7 Bil
