,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.51,2.81,13.48,14.09,28.66,22.44,—,—,—,—,—
Total Return % (NAV),1.92,1.04,12.01,14.71,27.97,23.77,—,—,—,—,19.55
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
