,Values
NAV,"12,379.84"
Open Price,"12,485.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"8,713.0 / 8,271.8"
Day Range,"12,385.00 – 12,500.00"
Year Range,"9,220.00 – 13,370.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.510%
Total Assets,8.7 Bil
