,Values
NAV,"9,451.81"
Open Price,"9,390.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"1,630.0 / 32,941.8"
Day Range,"9,390.00 – 9,405.00"
Year Range,"9,360.00 – 11,320.00"
SEC Yield ,—
12-Month Yield ,2.73%
Premium ,—
Expense Ratio,0.310%
Total Assets,33.6 Bil
