,Values
Sustainability Rate,Above Average
Percent Rank in Global Category,12%
Historical Sustainability Score,42.59
Global Category,Korea Equity
Portfolio ESG,51.02
Controversy Deduction,8.08
Sustainability Score,42.94
Sustainability Mandate,No
