,Fund,Cat. Average,Index
Price/Earnings ,9.25,11.02,12.13
Price/Book ,0.88,0.84,0.86
Price/Sales ,0.57,0.53,0.65
Price/Cash Flow ,3.85,3.46,3.66
Dividend Yield % ,2.99,3.08,3.48
Long-Term Earnings % ,13.43,10.07,3.69
Historical Earnings % ,10.48,15.26,14.88
Sales Growth % ,3.33,11.25,4.89
Cash-Flow Growth % ,6.37,16.83,15.05
Book-Value Growth % ,6.33,10.86,8.56
