,Values
NAV,"9,451.81"
Open Price,"9,515.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"30.0 / 32,405.8"
Day Range,"9,450.00 – 9,515.00"
Year Range,"9,360.00 – 11,320.00"
SEC Yield ,—
12-Month Yield ,2.73%
Premium ,—
Expense Ratio,0.310%
Total Assets,33.6 Bil
