Sectors,Fund %,Category %
Basic Materials,—,9.53
Consumer Cyclical,—,10.48
Financial Services,—,36.29
Real Estate,—,0.43
Communication Services,—,0.34
Energy,—,6.75
Industrials,—,6.96
Technology,—,10.74
Consumer Defensive,—,7.65
Healthcare,—,7.85
Utilities,—,2.99
