,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.83,-2.11,-6.08,-1.12,6.53,-0.11,7.52,5.02,—,—,—
Total Return % (NAV),-2.24,-0.78,-6.01,-0.84,7.47,-1.15,7.83,5.03,—,—,5.35
+/- Category (NAV),0.00,0.52,0.88,0.70,4.99,4.71,3.24,-1.74,—,—,—
+/- Index (NAV),-2.24,-0.97,-2.01,-0.63,7.81,5.56,-0.20,-3.19,—,—,—
