,Values
NAV,"13,444.01"
Open Price,"13,425.00"
Bid / Ask / Spread,"0.00 / 13,580.00 / 0.00%"
Volume / Avg,"5,403.0 / 14,577.0"
Day Range,"13,350.00 – 13,440.00"
Year Range,"11,125.00 – 15,150.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.510%
Total Assets,15.5 Bil
