,Values
NAV,"13,199.52"
Open Price,"13,235.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"5,795.0 / 14,731.6"
Day Range,"13,235.00 – 13,375.00"
Year Range,"11,125.00 – 15,150.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.510%
Total Assets,15.2 Bil
