,Fund,Cat. Average,Index
Price/Earnings ,—,19.54,17.54
Price/Book ,—,2.68,2.51
Price/Sales ,—,1.80,1.61
Price/Cash Flow ,—,11.09,10.47
Dividend Yield % ,—,1.14,1.63
Long-Term Earnings % ,—,16.14,14.34
Historical Earnings % ,—,6.95,9.21
Sales Growth % ,—,2.85,10.66
Cash-Flow Growth % ,—,-22.91,4.10
Book-Value Growth % ,—,11.92,9.32
