,Values
NAV,"12,466.53"
Open Price,"12,150.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,370.0 / 280.7
Day Range,"12,135.00 – 12,200.00"
Year Range,"10,830.00 – 18,965.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.810%
Total Assets,6.2 Bil
