,Values
NAV,"12,345.97"
Open Price,"12,075.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,47.0 / 281.1
Day Range,"12,075.00 – 12,150.00"
Year Range,"10,830.00 – 18,965.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.810%
Total Assets,6.2 Bil
