,Fund,Cat. Average,Index
Price/Earnings ,12.83,11.87,—
Price/Book ,1.09,1.05,—
Price/Sales ,0.73,0.73,—
Price/Cash Flow ,5.04,3.83,—
Dividend Yield % ,2.46,2.61,—
Long-Term Earnings % ,6.85,7.31,—
Historical Earnings % ,13.40,8.40,—
Sales Growth % ,4.28,8.94,—
Cash-Flow Growth % ,-0.07,7.00,—
Book-Value Growth % ,7.34,9.61,—
