,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-2.32,-1.49,-11.53,-7.51,-0.12,-22.42,7.39,3.57,—,—,—
Total Return % (NAV),0.05,0.00,-9.13,-6.29,1.70,-24.03,8.59,4.17,—,—,4.36
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
