,Values
NAV,"5,221.72"
Open Price,"5,215.00"
Bid / Ask / Spread,"0.00 / 5,240.00 / 0.00%"
Volume / Avg,"5,770.0 / 17,923.0"
Day Range,"5,160.00 – 5,235.00"
Year Range,"4,475.00 – 15,585.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.500%
Total Assets,4.0 Bil
