,Fund,Cat. Average,Index
Price/Earnings ,18.21,11.87,—
Price/Book ,2.67,1.05,—
Price/Sales ,2.07,0.73,—
Price/Cash Flow ,9.02,3.83,—
Dividend Yield % ,0.63,2.61,—
Long-Term Earnings % ,25.29,7.31,—
Historical Earnings % ,4.64,8.40,—
Sales Growth % ,-2.96,8.94,—
Cash-Flow Growth % ,-22.72,7.00,—
Book-Value Growth % ,9.43,9.61,—
