,Values
NAV,"8,364.56"
Open Price,"8,365.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,40.0 / 11.0
Day Range,"8,310.00 – 8,370.00"
Year Range,"8,110.00 – 10,415.00"
SEC Yield ,—
12-Month Yield ,1.78%
Premium ,—
Expense Ratio,0.480%
Total Assets,3.8 Bil
