,Values
Sustainability Rate,Low
Percent Rank in Global Category,99%
Historical Sustainability Score,35.42
Global Category,Korea Equity
Portfolio ESG,37.36
Controversy Deduction,2.30
Sustainability Score,35.06
Sustainability Mandate,No
