,Values
NAV,"8,364.56"
Open Price,"8,270.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,5.0 / 11.0
Day Range,"8,245.00 – 8,270.00"
Year Range,"8,110.00 – 10,415.00"
SEC Yield ,—
12-Month Yield ,1.78%
Premium ,—
Expense Ratio,0.480%
Total Assets,3.8 Bil
