,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,—,-10.04
Fund (NAV),—,—,—,—,—,—,—,—,—,—,-10.06
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,-0.63
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,5.01
Percentile Rank,—,—,—,—,—,—,—,—,—,—,—
# of Funds in Category,—,—,—,—,—,—,—,—,—,—,—
