,Values
NAV,"8,354.82"
Open Price,"8,305.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,5.0 / 10.3
Day Range,"8,305.00 – 8,360.00"
Year Range,"8,110.00 – 10,415.00"
SEC Yield ,—
12-Month Yield ,1.78%
Premium ,—
Expense Ratio,0.480%
Total Assets,3.8 Bil
