,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,—,-11.06
Fund (NAV),—,—,—,—,—,—,—,—,—,—,-9.96
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,-0.99
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,4.03
Percentile Rank,—,—,—,—,—,—,—,—,—,—,66
# of Funds in Category,—,—,—,—,—,—,—,—,—,369,476
