,Net,Short,Long,Cat.,Index
U.S.Stock,62.92,0.00,62.92,46.32,53.84
Non-U.S.Stock,37.07,0.00,37.07,40.30,46.12
Bonds,0.00,0.00,0.00,0.15,0.00
Other,-0.00,0.00,0.00,0.47,0.04
Cash,0.01,0.00,0.01,50.75,0.00
Not Classified,0.00,0.00,0.00,0.03,0.00
