Sectors,Fund %,Category %
Basic Materials,4.43,3.03
Consumer Cyclical,11.83,17.26
Financial Services,17.41,17.46
Real Estate,3.15,1.25
Communication Services,3.66,2.30
Energy,5.53,3.60
Industrials,11.21,9.33
Technology,18.17,20.73
Consumer Defensive,8.93,10.55
Healthcare,12.39,11.88
Utilities,3.28,2.59
