,Fund,Cat. Average,Index
Price/Earnings ,16.53,17.50,15.86
Price/Book ,2.21,2.56,1.99
Price/Sales ,1.62,1.86,1.45
Price/Cash Flow ,8.21,9.84,7.47
Dividend Yield % ,2.54,2.32,2.64
Long-Term Earnings % ,9.01,8.64,9.11
Historical Earnings % ,8.81,8.29,8.71
Sales Growth % ,4.22,3.60,-17.33
Cash-Flow Growth % ,8.32,5.53,4.42
Book-Value Growth % ,4.57,4.22,4.36
