,Values
NAV,"13,059.85"
Open Price,"13,005.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,2.0 / 295.0
Day Range,"12,985.00 – 13,005.00"
Year Range,"10,895.00 – 13,595.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.390%
Total Assets,14.4 Bil
