,Values
NAV,"25,556.60"
Open Price,"25,585.00"
Bid / Ask / Spread,"25,020.00 / 0.00 / 0.00%"
Volume / Avg,"524,355.0 / 533,288.4"
Day Range,"25,480.00 – 25,710.00"
Year Range,"25,125.00 – 30,510.00"
SEC Yield ,—
12-Month Yield ,2.76%
Premium ,—
Expense Ratio,0.070%
Total Assets,1.1 Tril
