,Values
NAV,"25,556.60"
Open Price,"25,355.00"
Bid / Ask / Spread,"24,000.00 / 26,465.00 / 9.77%"
Volume / Avg,"206,876.0 / 529,261.0"
Day Range,"25,190.00 – 25,395.00"
Year Range,"25,125.00 – 30,510.00"
SEC Yield ,—
12-Month Yield ,2.76%
Premium ,—
Expense Ratio,0.070%
Total Assets,1.1 Tril
