,Values
Sustainability Rate,Above Average
Percent Rank in Global Category,13%
Historical Sustainability Score,42.56
Global Category,Korea Equity
Portfolio ESG,51.00
Controversy Deduction,8.03
Sustainability Score,42.97
Sustainability Mandate,No
