Sectors,Fund %,Category %
Basic Materials,7.56,8.70
Consumer Cyclical,10.45,13.65
Financial Services,11.43,11.56
Real Estate,0.00,0.29
Communication Services,2.78,2.34
Energy,1.93,1.96
Industrials,9.12,10.46
Technology,44.14,38.20
Consumer Defensive,6.33,6.64
Healthcare,4.99,4.97
Utilities,1.27,1.23
