,Values
NAV,"3,794.00"
Open Price,"3,800.00"
Bid / Ask / Spread,"3,820.00 / 3,900.00 / 2.07%"
Volume / Avg,"1.4 Mil / 169,027.2"
Day Range,"3,775.00 – 3,810.00"
Year Range,"3,195.00 – 3,930.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.750%
Total Assets,47.4 Bil
