,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,13.44,-35.35,-20.12,-13.59,12.41,0.90,-11.20,11.46
Fund (NAV),—,—,—,11.69,-34.01,-21.79,-13.30,11.81,1.59,-11.50,8.83
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,—
Percentile Rank,—,—,—,—,—,—,—,—,—,—,—
# of Funds in Category,—,—,—,—,—,—,—,—,—,—,—
